dataset,method,num_xp,CQR_FL_coverage,CQR_coverage,CQR_M_coverage,CQR_FL_length,CQR_length,CQR_M_length
bike,RidgeCV,12,87.37864077669903,86.40776699029125,94.66019417475728,2.210337250721858,2.178759098217331,2.6925930540906666
bike,RidgeCV,13,87.37864077669903,88.3495145631068,92.23300970873787,2.222870028186491,2.2507843938232726,2.5985336080523456
bike,RidgeCV,14,84.9514563106796,89.80582524271846,93.68932038834951,2.1996375570882596,2.4239572052530716,3.1606713518652167
bike,RidgeCV,15,91.2621359223301,92.23300970873787,97.0873786407767,2.326099136354195,2.4261268561258573,3.188920447973741
bike,RidgeCV,16,86.89320388349515,87.86407766990291,94.1747572815534,2.3487026292894946,2.371457168886927,3.074612643417279
bike,RidgeCV,17,91.74757281553399,90.29126213592234,97.0873786407767,2.7191651223664164,2.6535261438289326,3.7319015626503718
bike,RidgeCV,18,93.20388349514563,91.74757281553399,95.14563106796116,2.592298787976689,2.547077798221817,3.4306562271362444
bike,RidgeCV,19,88.3495145631068,91.74757281553399,96.11650485436894,2.202423291852432,2.362628046665034,3.024758265057039
concrete,RidgeCV,0,85.43689320388349,86.89320388349515,93.20388349514563,0.9103327522104844,0.9293446275995014,1.118627477867889
concrete,RidgeCV,1,87.86407766990291,88.3495145631068,94.1747572815534,0.939685892723304,0.9629644803747228,1.1255071606302482
concrete,RidgeCV,2,89.80582524271846,89.80582524271846,91.74757281553399,1.0270211106891354,1.011260058443945,1.0995547742074117
concrete,RidgeCV,3,87.37864077669903,86.89320388349515,90.77669902912622,1.0111086170620844,1.0094604625866612,1.1017729435918204
concrete,RidgeCV,4,91.74757281553399,91.74757281553399,94.1747572815534,0.9497860589088937,0.9572090066171344,1.0415857391397556
concrete,RidgeCV,5,81.55339805825243,83.98058252427184,92.71844660194175,0.9690272721720609,1.0293776834366692,1.2333956546684444
concrete,RidgeCV,6,90.29126213592234,89.80582524271846,94.1747572815534,0.9137697260320857,0.8988770750779891,1.0548462521193076
concrete,RidgeCV,7,91.74757281553399,91.74757281553399,93.68932038834951,1.060403224425496,1.064091999489374,1.1186985588856053
concrete,RidgeCV,8,89.80582524271846,90.77669902912622,94.66019417475728,0.8662955418283607,0.8803727140334113,1.047947950211256
